research_join_key,signal_time,signal_time_msc,side,s2_gate,gate_reason,history_count,mean20_shadow_bps,median20_shadow_bps,mean5_shadow_bps,status,entry_bid,entry_ask,target_ask,shadow_10m_bps,m5_atr,stop_distance,exit_mode,exit_time_msc,exit_ask,observed_r,nominal_net_r_1bps,stress_net_r_2bps
1780500300041_SELL,2026.06.03 15:25:00,1780500300041,SELL,REJECT,WARMUP,11,0.000000,0.000000,0.000000,OK,4457.92,4458.09,4451.70,13.952695,4.12,5.15,TIME_EXIT,1780500900098,4451.70,1.207767,1.121205,1.034644
1780503900034_SELL,2026.06.03 16:25:00,1780503900034,SELL,REJECT,WARMUP,12,0.000000,0.000000,0.000000,OK,4450.28,4450.45,4448.59,3.797514,6.47,8.08,TIME_EXIT,1780504500184,4448.59,0.209034,0.153989,0.098944
1780510500038_SELL,2026.06.03 18:15:00,1780510500038,SELL,REJECT,WARMUP,13,0.000000,0.000000,0.000000,OK,4445.93,4446.10,4443.29,5.938015,6.45,8.07,TIME_EXIT,1780511100128,4443.29,0.327333,0.272208,0.217083
1780535100018_SELL,2026.06.04 01:05:00,1780535100018,SELL,REJECT,WARMUP,14,0.000000,0.000000,0.000000,OK,4431.76,4433.01,4432.11,-0.789754,3.75,4.69,HARD_SL,1780535311276,4436.50,-1.010623,-1.105113,-1.199603
1780650300042_SELL,2026.06.05 09:05:00,1780650300042,SELL,REJECT,WARMUP,15,0.000000,0.000000,0.000000,OK,4437.52,4437.69,4436.51,2.276046,4.76,5.94,TIME_EXIT,1780650900099,4436.51,0.169901,0.095253,0.020606
1780693500009_SELL,2026.06.05 21:05:00,1780693500009,SELL,REJECT,WARMUP,16,0.000000,0.000000,0.000000,OK,4333.68,4333.82,4323.03,24.574957,5.93,7.41,TIME_EXIT,1780694100029,4323.03,1.437282,1.378796,1.320310
1780883400031_SELL,2026.06.08 01:50:00,1780883400031,SELL,REJECT,WARMUP,17,0.000000,0.000000,0.000000,OK,4322.48,4322.73,4317.50,11.521164,8.89,11.11,TIME_EXIT,1780884000100,4317.50,0.448216,0.409312,0.370409
1780892100044_SELL,2026.06.08 04:15:00,1780892100044,SELL,REJECT,WARMUP,18,0.000000,0.000000,0.000000,OK,4327.03,4327.24,4322.08,11.439717,6.34,7.93,TIME_EXIT,1780892700044,4322.08,0.624324,0.569749,0.515174
1780904700039_SELL,2026.06.08 07:45:00,1780904700039,SELL,REJECT,WARMUP,19,0.000000,0.000000,0.000000,OK,4307.67,4307.88,4311.80,-9.587550,4.41,5.51,HARD_SL,1780905135471,4313.31,-1.023129,-1.101273,-1.179417
1780916100039_SELL,2026.06.08 10:55:00,1780916100039,SELL,ELIGIBLE,EDGE_STATE_PASS,20,7.479623,6.638000,8.044867,OK,4296.52,4296.69,4293.48,7.075494,6.91,8.64,TIME_EXIT,1780916700360,4293.48,0.351736,0.302024,0.252312
1781043300041_SELL,2026.06.09 22:15:00,1781043300041,SELL,ELIGIBLE,EDGE_STATE_PASS,21,6.945080,6.506754,9.004756,OK,4258.76,4258.93,4255.86,6.809494,5.41,6.76,TIME_EXIT,1781043900117,4255.86,0.429232,0.366198,0.303163
1781087700145_SELL,2026.06.10 10:35:00,1781087700145,SELL,ELIGIBLE,EDGE_STATE_PASS,22,6.316591,6.373755,5.451664,OK,4194.70,4194.87,4189.78,11.729087,5.64,7.05,TIME_EXIT,1781088300266,4189.78,0.697519,0.638050,0.578581
1781100300029_SELL,2026.06.10 14:05:00,1781100300029,SELL,ELIGIBLE,EDGE_STATE_PASS,23,6.824189,6.942494,5.493248,OK,4161.40,4161.57,4168.70,-17.542173,7.21,9.02,TIME_EXIT,1781100900034,4168.70,-0.809745,-0.855905,-0.902065
1781113500039_SELL,2026.06.10 17:45:00,1781113500039,SELL,REJECT,MEAN5_NOT_POSITIVE,24,5.834915,6.942494,-0.303130,OK,4149.87,4150.04,4138.17,28.193654,11.30,14.12,TIME_EXIT,1781114100135,4138.17,0.828371,0.798989,0.769608
1781156400033_SELL,2026.06.11 05:40:00,1781156400033,SELL,ELIGIBLE,EDGE_STATE_PASS,25,6.877698,6.942494,7.253111,OK,4067.13,4067.34,4055.24,29.234374,8.49,10.62,TIME_EXIT,1781157000048,4055.24,1.119906,1.081598,1.043290
1781178300012_SELL,2026.06.11 11:45:00,1781178300012,SELL,ELIGIBLE,EDGE_STATE_PASS,26,8.735523,9.050611,11.684887,OK,4090.67,4090.84,4087.05,8.849406,5.88,7.35,TIME_EXIT,1781178900079,4087.05,0.492577,0.436915,0.381253
1781197800031_SELL,2026.06.11 17:10:00,1781197800031,SELL,ELIGIBLE,EDGE_STATE_PASS,27,8.978278,9.937567,12.092870,OK,4062.53,4062.66,4063.78,-3.076900,10.69,13.36,TIME_EXIT,1781198400089,4063.78,-0.093545,-0.123948,-0.154350
1781207700011_SELL,2026.06.11 19:55:00,1781207700011,SELL,ELIGIBLE,EDGE_STATE_PASS,28,8.129409,7.962450,9.131672,OK,4079.69,4079.84,4074.95,11.618530,7.14,8.93,TIME_EXIT,1781208300044,4074.95,0.530933,0.485236,0.439539
1781580000011_SELL,2026.06.16 03:20:00,1781580000011,SELL,ELIGIBLE,EDGE_STATE_PASS,29,8.443877,9.937567,14.963813,OK,4311.63,4311.80,4308.42,7.444980,3.55,4.44,TIME_EXIT,1781580600032,4308.42,0.723089,0.625965,0.528840
1781586000015_SELL,2026.06.16 05:00:00,1781586000015,SELL,ELIGIBLE,EDGE_STATE_PASS,30,8.264840,8.147193,10.814078,OK,4313.57,4313.74,4311.58,4.613348,5.26,6.57,TIME_EXIT,1781586600117,4311.58,0.302826,0.237185,0.171544
1781599200003_SELL,2026.06.16 08:40:00,1781599200003,SELL,ELIGIBLE,EDGE_STATE_PASS,31,7.903605,7.260237,5.889873,OK,4316.88,4316.97,4318.15,-2.941940,3.68,4.60,TIME_EXIT,1781599800092,4318.15,-0.276141,-0.370004,-0.463867
1781688000014_SELL,2026.06.17 09:20:00,1781688000014,SELL,ELIGIBLE,EDGE_STATE_PASS,32,7.058873,6.942494,3.531604,OK,4323.83,4323.96,4324.48,-1.503297,4.05,5.06,TIME_EXIT,1781688600027,4324.48,-0.128372,-0.213766,-0.299160
1781693700050_SELL,2026.06.17 10:55:00,1781693700050,SELL,ELIGIBLE,EDGE_STATE_PASS,33,6.793833,6.942494,3.846324,OK,4325.37,4325.53,4326.25,-2.034508,3.67,4.59,TIME_EXIT,1781694300442,4326.25,-0.191788,-0.286056,-0.380324
1781706900042_SELL,2026.06.17 14:35:00,1781706900042,SELL,ELIGIBLE,EDGE_STATE_PASS,34,6.395206,6.942494,1.115717,OK,4325.73,4325.86,4326.06,-0.762877,2.91,3.63,TIME_EXIT,1781707500060,4326.06,-0.090789,-0.209797,-0.328805
1781762700013_SELL,2026.06.18 06:05:00,1781762700013,SELL,REJECT,MEAN5_NOT_POSITIVE,35,6.396550,6.942494,-0.525855,OK,4312.12,4312.31,4311.84,0.649333,4.75,5.94,TIME_EXIT,1781763300015,4311.84,0.047108,-0.025441,-0.097989
1781767500046_SELL,2026.06.18 07:25:00,1781767500046,SELL,REJECT,MEAN5_NOT_POSITIVE,36,6.315215,6.942494,-1.318658,OK,4313.31,4313.48,4316.65,-7.743473,4.01,5.01,TIME_EXIT,1781768100065,4316.65,-0.666334,-0.752385,-0.838436
1781772600045_SELL,2026.06.18 08:50:00,1781772600045,SELL,REJECT,MEAN5_NOT_POSITIVE,37,4.699293,5.711421,-2.278964,OK,4303.00,4303.13,4308.35,-12.433186,5.11,6.39,HARD_SL,1781772865856,4309.67,-1.044227,-1.111593,-1.178959
1781802600004_SELL,2026.06.18 17:10:00,1781802600004,SELL,REJECT,MEAN5_NOT_POSITIVE,38,3.501576,2.631340,-4.464942,OK,4243.64,4243.77,4249.87,-14.680793,8.61,10.76,TIME_EXIT,1781803200018,4249.87,-0.579006,-0.618446,-0.657885
1781818500034_SELL,2026.06.18 21:35:00,1781818500034,SELL,REJECT,MEDIAN20_NOT_POSITIVE,39,2.195550,-0.056772,-6.994199,OK,4222.70,4222.82,4225.02,-5.494115,3.76,4.70,TIME_EXIT,1781819100088,4225.02,-0.493898,-0.583794,-0.673690
1781862000120_SELL,2026.06.19 09:40:00,1781862000120,SELL,REJECT,MEDIAN20_NOT_POSITIVE,40,2.400222,-0.056772,-7.940447,OK,4133.73,4133.86,4145.49,-28.448883,6.23,7.78,HARD_SL,1781862522136,4141.53,-1.002410,-1.055534,-1.108658
1781874300007_SELL,2026.06.19 13:05:00,1781874300007,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,41,0.624003,-1.133087,-13.760090,OK,4157.92,4157.96,4155.56,5.675915,4.02,5.02,TIME_EXIT,1781874900025,4155.56,0.469652,0.386907,0.304162
1781883900104_SELL,2026.06.19 15:45:00,1781883900104,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,42,0.567324,-1.133087,-11.076212,OK,4152.32,4152.45,4173.00,-49.803483,4.55,5.69,HARD_SL,1781884257915,4158.04,-1.006030,-1.079061,-1.152092
1781888400004_SELL,2026.06.19 17:00:00,1781888400004,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,43,-2.509304,-1.768902,-18.550272,OK,4151.46,4151.59,4150.37,2.625582,9.64,12.05,TIME_EXIT,1781889000117,4150.37,0.090483,0.056021,0.021559
1782096000243_SELL,2026.06.22 02:40:00,1782096000243,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,44,-1.500917,-1.133087,-15.088997,OK,4144.84,4145.05,4137.64,17.370996,4.49,5.61,TIME_EXIT,1782096600278,4137.64,1.284281,1.210348,1.136416
1782160500070_SELL,2026.06.22 20:35:00,1782160500070,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,45,-2.042050,-1.133087,-10.515975,OK,4179.00,4179.13,4181.72,-6.508734,3.82,4.78,TIME_EXIT,1782161100243,4181.72,-0.569421,-0.656906,-0.744392
1782168600030_SELL,2026.06.22 22:50:00,1782168600030,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,46,-3.829205,-1.768902,-6.127945,NO_TICK_NEAR_TARGET,4185.45,4185.58,,,,,,,,
1782183600046_SELL,2026.06.23 03:00:00,1782183600046,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,46,-3.829205,-1.768902,-6.127945,OK,4187.57,4187.74,4184.55,7.211820,2.25,2.81,HARD_SL,1782183636476,4190.70,-1.112183,-1.260980,-1.409777
1782188400034_SELL,2026.06.23 04:20:00,1782188400034,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,47,-3.911084,-1.768902,-5.820764,OK,4173.57,4173.74,4178.48,-11.764509,6.11,7.64,TIME_EXIT,1782189000042,4178.48,-0.642956,-0.697608,-0.752260
1782227100051_SELL,2026.06.23 15:05:00,1782227100051,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,48,-4.345465,-1.768902,1.787031,OK,4122.41,4122.54,4114.21,19.891277,5.40,6.74,TIME_EXIT,1782227700072,4114.21,1.215780,1.154658,1.093537
1782239100006_SELL,2026.06.23 18:25:00,1782239100006,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,49,-3.931827,-1.768902,5.240170,OK,4125.01,4125.14,4133.17,-19.781770,6.68,8.35,HARD_SL,1782239578779,4133.38,-1.001860,-1.051234,-1.100609
1782246600008_SELL,2026.06.23 20:30:00,1782246600008,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,50,-5.293165,-2.488224,-2.190383,OK,4131.08,4131.21,4130.08,2.420674,4.37,5.46,TIME_EXIT,1782247200137,4130.08,0.183007,0.107405,0.031804
1782298500088_SELL,2026.06.24 10:55:00,1782298500088,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,51,-5.402799,-2.488224,-0.404501,OK,4078.83,4078.95,4077.77,2.598784,5.14,6.42,TIME_EXIT,1782299100125,4077.77,0.165049,0.101539,0.038029
1782324000054_SELL,2026.06.24 18:00:00,1782324000054,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,52,-5.125762,-1.768902,-1.327109,OK,4008.03,4008.12,3999.99,20.059730,10.95,13.69,TIME_EXIT,1782324600099,3999.99,0.587282,0.558006,0.528729
1782331200093_SELL,2026.06.24 20:00:00,1782331200093,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,53,-4.047611,-1.398693,5.037739,OK,4006.69,4006.82,4007.20,-1.272871,7.06,8.83,TIME_EXIT,1782331800141,4007.20,-0.057779,-0.103171,-0.148563
1782358500007_SELL,2026.06.25 03:35:00,1782358500007,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,54,-4.009529,-1.017874,0.804910,OK,3987.76,3987.90,3985.65,5.291191,6.79,8.49,TIME_EXIT,1782359100079,3985.65,0.248549,0.201575,0.154601
1782377100063_SELL,2026.06.25 08:45:00,1782377100063,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,55,-3.706826,-0.311769,5.819502,OK,3983.26,3983.39,3988.57,-13.330789,6.24,7.79,TIME_EXIT,1782377700114,3988.57,-0.681315,-0.732424,-0.783532
1782392400008_SELL,2026.06.25 13:00:00,1782392400008,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,56,-4.405832,-3.383493,2.669209,OK,3988.27,3988.40,3986.68,3.986691,4.41,5.51,TIME_EXIT,1782393000051,3986.68,0.288576,0.216191,0.143806
1782733500000_SELL,2026.06.29 11:45:00,1782733500000,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,57,-3.819324,0.573902,2.946790,OK,4055.64,4055.85,4051.81,9.443639,4.15,5.18,TIME_EXIT,1782734100000,4051.81,0.739076,0.660815,0.582553
1782751200000_SELL,2026.06.29 16:40:00,1782751200000,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,58,-2.725482,2.509729,0.823572,OK,4036.12,4036.25,4035.33,1.957325,5.68,7.10,TIME_EXIT,1782751800034,4035.33,0.111324,0.054448,-0.002427
1782760500077_SELL,2026.06.29 19:15:00,1782760500077,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,59,-1.893576,2.509729,1.469611,OK,4023.72,4023.85,4025.87,-5.343314,4.69,5.86,TIME_EXIT,1782761100299,4025.87,-0.366794,-0.435439,-0.504084
1782765900053_SELL,2026.06.29 20:45:00,1782765900053,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,60,-1.886036,2.509729,-0.657290,OK,4021.98,4021.98,4021.42,1.392349,3.53,4.41,TIME_EXIT,1782766500100,4021.42,0.126912,0.035762,-0.055387
1782783300009_SELL,2026.06.30 01:35:00,1782783300009,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,61,-0.393975,2.509729,2.287338,OK,4013.72,4014.07,4010.60,7.773337,3.75,4.69,TIME_EXIT,1782783900023,4010.60,0.665727,0.580084,0.494442
1782788100069_SELL,2026.06.30 02:55:00,1782788100069,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,62,-0.289104,2.509729,3.044667,OK,4015.55,4015.76,4008.58,17.357523,3.60,4.50,TIME_EXIT,1782788700128,4008.58,1.550119,1.460814,1.371508
1783337700009_SELL,2026.07.06 11:35:00,1783337700009,SELL,ELIGIBLE,EDGE_STATE_PASS,63,3.068947,2.612183,4.627444,OK,4154.34,4154.47,4149.22,12.324461,3.88,4.85,TIME_EXIT,1783338300009,4149.22,1.056448,0.970728,0.885009
1783351800022_SELL,2026.07.06 15:30:00,1783351800022,SELL,ELIGIBLE,EDGE_STATE_PASS,64,3.553891,3.292738,6.700871,OK,4145.74,4145.87,4139.82,14.279718,3.83,4.78,TIME_EXIT,1783352400032,4139.82,1.237477,1.150817,1.064157
1783422000050_SELL,2026.07.07 11:00:00,1783422000050,SELL,ELIGIBLE,EDGE_STATE_PASS,65,3.399327,3.292738,10.625478,OK,4124.73,4124.86,4130.46,-13.891818,3.82,4.78,HARD_SL,1783422188280,4129.58,-1.015137,-1.101471,-1.187804
1783425600028_SELL,2026.07.07 12:00:00,1783425600028,SELL,ELIGIBLE,EDGE_STATE_PASS,66,3.030172,3.292738,7.568644,OK,4125.99,4126.12,4126.80,-1.963165,4.52,5.65,TIME_EXIT,1783426200067,4126.80,-0.143295,-0.216287,-0.289278
1783485000006_SELL,2026.07.08 04:30:00,1783485000006,SELL,ELIGIBLE,EDGE_STATE_PASS,67,2.571423,2.509729,5.621344,OK,4102.72,4102.89,4100.33,5.825404,7.33,9.16,TIME_EXIT,1783485600021,4100.33,0.260922,0.216132,0.171341
1783504500004_SELL,2026.07.08 09:55:00,1783504500004,SELL,ELIGIBLE,EDGE_STATE_PASS,68,3.450919,3.292738,3.314920,OK,4125.05,4125.06,4120.60,10.787748,3.87,4.84,TIME_EXIT,1783505100086,4120.60,0.918879,0.833701,0.748523
1783530600036_SELL,2026.07.08 17:10:00,1783530600036,SELL,ELIGIBLE,EDGE_STATE_PASS,69,2.995742,3.292738,3.007577,OK,4063.63,4063.87,4054.79,21.753949,8.17,10.21,TIME_EXIT,1783531200084,4054.79,0.866136,0.826321,0.786506
1783560000085_SELL,2026.07.09 01:20:00,1783560000085,SELL,ELIGIBLE,EDGE_STATE_PASS,70,5.072528,4.638941,4.502423,OK,4076.02,4076.45,4074.64,3.385656,4.48,5.59,TIME_EXIT,1783560600150,4074.64,0.246704,0.173837,0.100969
1783675800038_SELL,2026.07.10 09:30:00,1783675800038,SELL,ELIGIBLE,EDGE_STATE_PASS,71,5.120777,4.638941,7.957918,OK,4114.49,4114.76,4115.73,-3.013739,4.27,5.33,TIME_EXIT,1783676400097,4115.73,-0.232435,-0.309560,-0.386685
1783693800015_SELL,2026.07.10 14:30:00,1783693800015,SELL,ELIGIBLE,EDGE_STATE_PASS,72,4.840151,4.638941,7.747803,OK,4099.97,4100.43,4098.14,4.463447,3.42,4.27,TIME_EXIT,1783694400035,4098.14,0.428249,0.332303,0.236357
1783698000056_SELL,2026.07.10 15:40:00,1783698000056,SELL,ELIGIBLE,EDGE_STATE_PASS,73,4.060337,4.225069,7.475412,OK,4101.18,4101.55,4102.00,-1.999425,5.41,6.76,TIME_EXIT,1783698600082,4102.00,-0.121337,-0.182023,-0.242709
1783704900028_SELL,2026.07.10 17:35:00,1783704900028,SELL,ELIGIBLE,EDGE_STATE_PASS,74,4.024009,4.225069,4.917978,OK,4090.10,4090.67,4099.37,-22.664483,8.91,11.13,HARD_SL,1783705464589,4101.26,-1.002261,-1.038994,-1.075726
1783706400018_SELL,2026.07.10 18:00:00,1783706400018,SELL,REJECT,MEAN5_NOT_POSITIVE,75,2.626226,3.686173,-3.965709,OK,4092.75,4093.10,4098.82,-14.831104,8.81,11.01,TIME_EXIT,1783707000124,4098.82,-0.551192,-0.588356,-0.625521
1783714200073_SELL,2026.07.10 20:10:00,1783714200073,SELL,REJECT,MEAN5_NOT_POSITIVE,76,2.551210,3.686173,-7.609061,OK,4103.82,4104.21,4104.66,-2.046873,3.29,4.11,TIME_EXIT,1783714800126,4104.66,-0.204255,-0.304044,-0.403833
1783904700011_SELL,2026.07.13 01:05:00,1783904700011,SELL,REJECT,MEAN5_NOT_POSITIVE,77,2.249532,2.671490,-7.415687,OK,4091.07,4091.99,4082.21,21.656926,5.46,6.83,TIME_EXIT,1783905300053,4082.21,1.297659,1.237740,1.177821
1783913400029_SELL,2026.07.13 03:30:00,1783913400029,SELL,REJECT,MEAN5_NOT_POSITIVE,78,2.860196,2.671490,-3.976992,OK,4074.44,4074.97,4069.58,11.928020,5.01,6.26,TIME_EXIT,1783914000041,4069.58,0.776712,0.711596,0.646479
1783919100085_SELL,2026.07.13 05:05:00,1783919100085,SELL,REJECT,MEAN5_NOT_POSITIVE,79,3.358731,3.924551,-1.191503,OK,4070.73,4071.09,4072.42,-4.151590,7.53,9.42,TIME_EXIT,1783919700100,4072.42,-0.179429,-0.222649,-0.265868
1783933200017_SELL,2026.07.13 09:00:00,1783933200017,SELL,ELIGIBLE,EDGE_STATE_PASS,80,3.418317,3.924551,2.511076,OK,4053.55,4053.86,4053.14,1.011459,6.12,7.65,TIME_EXIT,1783933800020,4053.14,0.053595,0.000607,-0.052380
1783948200078_SELL,2026.07.13 13:10:00,1783948200078,SELL,ELIGIBLE,EDGE_STATE_PASS,81,3.399273,3.924551,5.679588,OK,4068.96,4069.38,4068.58,0.933900,3.00,3.75,TIME_EXIT,1783948800109,4068.58,0.101406,-0.007177,-0.115761
1783960500078_SELL,2026.07.13 16:35:00,1783960500078,SELL,ELIGIBLE,EDGE_STATE_PASS,82,3.057301,2.198557,6.275743,OK,4058.54,4058.81,4055.08,8.525233,4.43,5.53,TIME_EXIT,1783961100090,4055.08,0.625133,0.551806,0.478478
1783982400076_SELL,2026.07.13 22:40:00,1783982400076,SELL,ELIGIBLE,EDGE_STATE_PASS,83,2.615686,2.198557,3.649404,OK,3995.20,3995.49,3997.35,-5.381458,4.07,5.09,TIME_EXIT,1783983000102,3997.35,-0.422382,-0.500870,-0.579359
1783995600224_SELL,2026.07.14 02:20:00,1783995600224,SELL,ELIGIBLE,EDGE_STATE_PASS,84,1.730390,0.972679,0.187509,OK,3999.35,3999.64,3997.65,4.250691,2.00,2.49,TIME_EXIT,1783996200313,3997.65,0.681460,0.521143,0.360825
1784002500017_SELL,2026.07.14 04:15:00,1784002500017,SELL,ELIGIBLE,EDGE_STATE_PASS,85,1.228939,0.972679,1.867965,OK,3995.20,3995.48,3997.76,-6.407689,7.53,9.42,HARD_SL,1784002755878,4004.66,-1.004570,-1.046996,-1.089421
1784003400048_SELL,2026.07.14 04:30:00,1784003400048,SELL,ELIGIBLE,EDGE_STATE_PASS,86,1.603145,0.972679,0.384135,OK,3997.81,3998.09,3997.79,0.050027,6.96,8.70,TIME_EXIT,1784004000166,3997.79,0.002298,-0.043640,-0.089577
1784111100010_SELL,2026.07.15 10:25:00,1784111100010,SELL,ELIGIBLE,EDGE_STATE_PASS,87,1.703805,0.972679,0.207361,OK,4025.87,4026.16,4024.04,4.545601,3.96,4.95,TIME_EXIT,1784111700017,4024.04,0.369764,0.288418,0.207073
1784186400124_SELL,2026.07.16 07:20:00,1784186400124,SELL,REJECT,MEAN5_NOT_POSITIVE,88,1.639815,0.972679,-0.588566,OK,4033.30,4033.55,4034.36,-2.628121,3.01,3.76,TIME_EXIT,1784187000209,4034.36,-0.281928,-0.389202,-0.496476
1784200500090_SELL,2026.07.16 11:15:00,1784200500090,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,89,0.969021,0.491963,-0.037898,OK,4025.68,4026.07,4031.87,-15.376284,3.32,4.15,HARD_SL,1784200804641,4029.91,-1.018182,-1.115082,-1.211982
1784207700130_SELL,2026.07.16 13:15:00,1784207700130,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,90,-0.887490,-0.974699,-3.963293,OK,4031.73,4032.10,4035.16,-8.507514,2.96,3.70,TIME_EXIT,1784208300187,4035.16,-0.927923,-1.036994,-1.146065
1784209800076_SELL,2026.07.16 13:50:00,1784209800076,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,91,-1.482149,-2.023149,-4.383258,OK,4030.82,4031.13,4029.77,2.604929,2.87,3.59,TIME_EXIT,1784210400076,4029.77,0.292319,0.180101,0.067884
1784215500031_SELL,2026.07.16 15:25:00,1784215500031,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,92,-1.201215,-0.974699,-3.872278,OK,4020.86,4021.21,4023.01,-5.347115,7.90,9.87,TIME_EXIT,1784216100107,4023.01,-0.217800,-0.258533,-0.299265
1784229300010_SELL,2026.07.16 19:15:00,1784229300010,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,93,-1.691743,-2.023149,-5.850821,OK,3989.66,3990.04,3986.90,6.917883,6.39,7.99,TIME_EXIT,1784229900034,3986.90,0.345347,0.295426,0.245505
1784255700018_SELL,2026.07.17 02:35:00,1784255700018,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,94,-1.245878,-0.998423,-3.941620,OK,3977.12,3977.50,3981.75,-11.641590,2.23,2.79,HARD_SL,1784255747481,3979.99,-1.027950,-1.170399,-1.312848
1784264400050_SELL,2026.07.17 05:00:00,1784264400050,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,95,-0.694733,-0.998423,-3.194681,OK,3983.16,3983.44,3980.33,7.104912,5.26,6.57,TIME_EXIT,1784265000082,3980.33,0.430594,0.369989,0.309384
1784273400199_SELL,2026.07.17 07:30:00,1784273400199,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,96,0.402067,0.491963,-0.072196,OK,3986.19,3986.46,3983.74,6.146220,3.80,4.75,TIME_EXIT,1784274000375,3983.74,0.515789,0.431870,0.347950
